Open,High,Low,Close,Volume,Adj Close
402.7179431453842,418.1262963321351,386.9129599927983,404.1074422965412,553578173.0295334,3888.323
403.4205862158069,418.8613001967024,387.5800711993379,404.8126911735526,554510427.8097763,3888.323
404.1232292862314,419.5963040612696,388.24718240587936,405.517940050564,555442682.590023,3888.323
404.8258723566541,420.3313079258351,388.914293612419,406.2231889275754,556374937.370266,3888.323
405.52851542707685,421.0663117904023,389.5814048189605,406.9284378045868,557307192.1505089,3888.323
406.2311584975014,421.8013156549696,390.24851602550007,407.6336866816,558239446.9307556,3888.323
406.9338015679241,422.536319519535,390.9156272320415,408.3389355586114,559171701.7109985,3888.323
407.6364446383486,423.2713233841023,391.5827384385812,409.0441844356228,560103956.4912415,3888.323
408.3390877087713,424.0063272486696,392.2498496451208,409.7494333126342,561036211.2714882,3888.323
409.0417307791941,424.7413311132368,392.9169608516622,410.4546821896456,561968466.0517311,3888.323
409.74437384961857,425.4763349778023,393.58407205820185,411.159931066657,562900720.8319778,3888.323
410.4470169200413,426.2113388423695,394.2511832647433,411.8651799436684,563832975.6122208,3888.323
411.1496599904658,426.9463427069368,394.9182944712829,412.5704288206798,564765230.3924637,3888.323
411.8523030608885,427.6813465715022,395.5854056778244,413.2756776976912,565697485.1727104,3888.323
412.5549461313112,428.4163504360695,396.252516884364,413.9809265747026,566629739.9529533,3888.323
413.25758920173575,429.1513543006368,396.9196280909037,414.686175451714,567561994.7332001,3888.323
413.96023227215846,429.886358165204,397.5867392974451,415.3914243287254,568494249.513443,3888.323
414.662875342583,430.62136202976944,398.2538505039847,416.0966732057368,569426504.2936859,3888.323
415.3655184130057,431.3563658943367,398.92096171052617,416.8019220827482,570358759.0739326,3888.323
416.0681614834284,432.091369758904,399.5880729170658,417.5071709597596,571291013.8541756,3888.323
416.77080455385294,432.8263736234694,400.2551841236073,418.212419836771,572223268.6344223,3888.323
417.4734476242757,433.5613774880367,400.9222953301469,418.9176687137824,573155523.4146652,3888.323
418.1760906947002,434.29638135260393,401.5894065366865,419.6229175907938,574087778.1949081,3888.323
418.8787337651229,435.0313852171712,402.256517743228,420.3281664678052,575020032.9751549,3888.323
419.5813768355474,435.76638908173663,402.9236289497676,421.0334153448166,575952287.7553978,3888.323
420.2840199059701,436.5013929463039,403.590740156309,421.738664221828,576884542.5356407,3888.323
420.9866629763928,437.2363968108712,404.2578513628487,422.4439130988394,577816797.3158875,3888.323
421.68930604681736,437.9714006754366,404.9249625693901,423.1491619758526,578749052.0961304,3888.323
422.3919491172401,438.7064045400039,405.59207377592975,423.854410852864,579681306.8763771,3888.323
423.0945921876646,439.4414084045711,406.2591849824694,424.5596597298754,580613561.65662,3888.323
